,Brand_Name,Variant,Price,Manufacturing_Year,Fuel_type,Kms_run,Engine,Owner,Transmission,Mileage
1658,2014 Honda City,i VTEC CVT VX,"6,46,500",2014,Petrol,"93,090 Kms",1497 cc,1st Owner,Manual,26 kmpl
1659,2014 Honda City,i DTEC SV,"5,24,500",2014,Diesel,"92,150 Kms",1498 cc,1st Owner,Manual,21.19 kmpl
1660,2016 Hyundai i20 Active,1.4 S,"4,71,000",2015,Diesel,"43,455 Kms",1396 cc,1st Owner,Manual,16.8 kmpl
1661,2015 Honda City,S,"6,00,000",2015,Petrol,"64,284 Kms",1497 cc,2nd Owner,Automatic,24.04 kmpl
1662,2020 Renault KWID,1.0 RXT AMT Opt BSIV,"4,30,374",2019,Petrol,"12,846 Kms",999 cc,1st Owner,Manual,27.28 kmpl
1663,2019 Tata Tiago,1.05 Revotorq XZ Plus,"4,89,500",2019,Diesel,"63,318 Kms",1047 cc,1st Owner,Manual,16.8 kmpl
1664,2015 Honda City,S,"6,00,000",2015,Petrol,"64,284 Kms",1497 cc,2nd Owner,Manual,27.28 kmpl
1665,2019 Tata Tiago,1.05 Revotorq XZ Plus,"4,89,500",2019,Diesel,"63,318 Kms",1047 cc,1st Owner,Automatic,18.49 kmpl
1666,2016 Mahindra TUV 300,T8 AMT,"5,51,000",2016,Diesel,"86,927 Kms",1493 cc,1st Owner,Manual,23.95 kmpl
1667,2014 Maruti Alto K10,VXI,"2,85,468",2013,Petrol,"27,017 Kms",998 cc,1st Owner,Manual,21.1 kmpl
1668,2019 Hyundai EON,Magna Plus,"2,98,000",2018,Petrol,"31,472 Kms",814 cc,1st Owner,Automatic,20.89 kmpl
1669,2019 Maruti Ignis,1.2 AMT Delta BSIV,"6,48,000",2019,Petrol,"5,598 Kms",1197 cc,1st Owner,Manual,17.8 kmpl
1670,2017 Honda City,i VTEC V,"8,14,432",2017,Petrol,"14,815 Kms",1497 cc,1st Owner,Manual,23.95 kmpl
1671,2016 Maruti Alto K10,VXI,"3,02,208",2016,Petrol,"32,053 Kms",998 cc,1st Owner,Manual,15.04 kmpl
1672,2011 Volkswagen Vento,Petrol Highline,"3,00,000",2011,Petrol,"77,531 Kms",1598 cc,1st Owner,Manual,22.32 kmpl
1673,2013 Hyundai Verna,1.6 SX,"4,27,000",2013,Diesel,"83,401 Kms",1582 cc,1st Owner,Manual,19.4 kmpl
1674,2013 Honda Brio,S MT,"2,72,500",2013,Petrol,"79,651 Kms",1198 cc,2nd Owner,Manual,21.7 kmpl
1675,2020 Maruti S-Presso,VXI Plus,"4,27,056",2020,Petrol,"6,646 Kms",998 cc,1st Owner,Manual,22.9 kmpl
1676,2013 Maruti Swift,VDI,"3,53,497",2013,Diesel,"61,671 Kms",1248 cc,1st Owner,Manual,28.4 kmpl
1677,2017 Maruti Swift Dzire,VDI,"5,85,000",2017,Diesel,"41,508 Kms",1248 cc,1st Owner,Manual,21.64 kmpl
1678,2013 Nissan Sunny,Diesel XL,"2,75,290",2013,Diesel,"54,251 Kms",1461 cc,1st Owner,DL9C,Comprehensive
1679,2015 Honda Brio,1.2 S MT,"3,66,000",2015,Petrol,"40,351 Kms",1198 cc,2nd Owner,Manual,13.2 kmpl
1680,2010 Chevrolet Spark,1.0 PS LPG,"1,06,000",2010,LPG,"82,017 Kms",995 cc,2nd Owner,Manual,24.3 kmpl
1681,2016 Maruti Vitara Brezza,VDi Option,"6,31,500",2016,Diesel,"78,612 Kms",1248 cc,1st Owner,Manual,20.89 kmpl
1682,2018 Maruti Ignis,Delta,"5,03,000",2018,Petrol,"5,114 Kms",1197 cc,1st Owner,Manual,23.59 kmpl
1683,2012 Toyota Etios,GD,"2,51,500",2012,Diesel,"78,536 Kms",1364 cc,2nd Owner,Automatic,14.28 kmpl
1684,2015 Toyota Corolla Altis,VL AT,"9,36,500",2015,Petrol,"43,241 Kms",1798 cc,1st Owner,Manual,21.21 kmpl
1685,2016 Maruti Swift,VXI,"4,45,578",2015,Petrol,"24,477 Kms",1197 cc,1st Owner,Manual,27.39 kmpl
1686,2018 Maruti Baleno,1.3 Delta,"5,70,912",2018,Diesel,"48,118 Kms",1248 cc,1st Owner,DL5C,Zero Dep
1687,2018 Maruti Eeco,5 STR With AC Plus HTR CNG,"3,61,000",2018,CNG,"67,748 Kms",1196 cc,1st Owner,Manual,22.32 kmpl
1688,2013 Hyundai Verna,1.6 SX,"4,14,000",2013,Diesel,"69,239 Kms",1582 cc,1st Owner,Automatic,16.95 kmpl
1689,2012 Hyundai i10,Sportz AT,"3,26,000",2012,Petrol,"64,543 Kms",1197 cc,1st Owner,Manual,24 kmpl
1690,2017 Hyundai Grand i10,1.2 CRDi Magna,"4,12,206",2017,Diesel,"62,547 Kms",1186 cc,1st Owner,Manual,23.5 kmpl
1691,2013 Hyundai Verna,1.4 EX,"4,25,000",2013,Diesel,"66,997 Kms",1396 cc,1st Owner,Automatic,18 kmpl
1692,2015 Honda City,i VTEC CVT VX,"6,90,772",2015,Petrol,"79,502 Kms",1497 cc,1st Owner,Automatic,23.84 kmpl
1693,2018 Tata Tiago,1.2 Revotron XZA,"4,67,826",2018,Petrol,"43,855 Kms",1199 cc,1st Owner,Manual,22 kmpl
1694,2015 Maruti Swift,VXI 2018,"4,90,000",2015,Petrol,"67,565 Kms",1197 cc,1st Owner,Manual,24 kmpl
1695,2018 Hyundai Grand i10,1.2 CRDi Sportz,"4,69,500",2018,Diesel,"45,317 Kms",1186 cc,1st Owner,Automatic,18.4 kmpl
1696,2018 Honda City,V CVT,"10,57,500",2018,Petrol,"14,856 Kms",1498 cc,1st Owner,Manual,18.9 kmpl
1697,2020 Hyundai Grand i10,Sportz Petrol BSIV,"5,78,000",2020,Petrol,"8,509 Kms",1197 cc,1st Owner,Manual,24.3 kmpl
1698,2019 Maruti Vitara Brezza,ZDi,"8,42,500",2019,Diesel,"46,244 Kms",1248 cc,1st Owner,UP14,Comprehensive
1699,2011 Hyundai i10,Sportz 1.2,"2,51,286",2011,Petrol,"38,270 Kms",1197 cc,2nd Owner,Automatic,19 kmpl
1700,2017 Honda Jazz,1.2 V AT i VTEC,"7,40,000",2017,Petrol,"33,873 Kms",1199 cc,1st Owner,DL7C,Comprehensive
1701,2017 Hyundai i20,Asta Option,"5,69,000",2016,Petrol,"50,024 Kms",1197 cc,1st Owner,Manual,22.54 kmpl
1702,2017 Hyundai i20,Magna 1.4 CRDi,"5,44,500",2016,Diesel,"64,390 Kms",1396 cc,1st Owner,Manual,16.2 kmpl
1703,2018 Volkswagen Polo,1.2 MPI Comfortline,"4,30,500",2017,Petrol,"40,750 Kms",1199 cc,1st Owner,Automatic,16.95 kmpl
1704,2012 Hyundai i10,Sportz AT,"3,26,000",2012,Petrol,"64,543 Kms",1197 cc,1st Owner,Manual,24 kmpl
1705,2017 Hyundai Grand i10,1.2 CRDi Magna,"4,12,206",2017,Diesel,"62,547 Kms",1186 cc,1st Owner,Manual,23.5 kmpl
1706,2013 Hyundai Verna,1.4 EX,"4,25,000",2013,Diesel,"66,997 Kms",1396 cc,1st Owner,Automatic,18 kmpl
1707,2015 Honda City,i VTEC CVT VX,"6,90,772",2015,Petrol,"79,502 Kms",1497 cc,1st Owner,Automatic,23.84 kmpl
1708,2018 Tata Tiago,1.2 Revotron XZA,"4,67,826",2018,Petrol,"43,855 Kms",1199 cc,1st Owner,Manual,22 kmpl
1709,2015 Maruti Swift,VXI 2018,"4,90,000",2015,Petrol,"67,565 Kms",1197 cc,1st Owner,Manual,24 kmpl
1710,2018 Hyundai Grand i10,1.2 CRDi Sportz,"4,69,500",2018,Diesel,"45,317 Kms",1186 cc,1st Owner,Automatic,18.4 kmpl
1711,2018 Honda City,V CVT,"10,57,500",2018,Petrol,"14,856 Kms",1498 cc,1st Owner,Manual,18.9 kmpl
1712,2020 Hyundai Grand i10,Sportz Petrol BSIV,"5,78,000",2020,Petrol,"8,509 Kms",1197 cc,1st Owner,Automatic,19 kmpl
1713,2017 Honda Jazz,1.2 V AT i VTEC,"7,40,000",2017,Petrol,"33,873 Kms",1199 cc,1st Owner,DL7C,Comprehensive
1714,2017 Hyundai i20,Asta Option,"5,69,000",2016,Petrol,"50,024 Kms",1197 cc,1st Owner,Manual,22.54 kmpl
1715,2017 Hyundai i20,Magna 1.4 CRDi,"5,44,500",2016,Diesel,"64,390 Kms",1396 cc,1st Owner,Automatic,14.28 kmpl
1716,2015 Toyota Corolla Altis,VL AT,"9,36,500",2015,Petrol,"43,241 Kms",1798 cc,1st Owner,Manual,16.2 kmpl
1717,2018 Volkswagen Polo,1.2 MPI Comfortline,"4,30,500",2017,Petrol,"40,750 Kms",1199 cc,1st Owner,Automatic,22 kmpl
1718,2018 Maruti Swift,AMT ZXI BSIV,"6,65,871",2018,Petrol,"47,393 Kms",1197 cc,1st Owner,Manual,24.3 kmpl
1719,2019 Maruti Vitara Brezza,ZDi,"8,42,500",2019,Diesel,"46,244 Kms",1248 cc,1st Owner,Manual,17.4 kmpl
1720,2015 Honda City,i VTEC V,"5,41,681",2015,Petrol,"78,296 Kms",1497 cc,2nd Owner,UP14,Comprehensive
1721,2011 Hyundai i10,Sportz 1.2,"2,51,286",2011,Petrol,"38,270 Kms",1197 cc,2nd Owner,Manual,22.7 kmpl
1722,2020 Datsun RediGO,A,"2,70,000",2019,Petrol,"15,598 Kms",799 cc,1st Owner,Manual,17 kmpl
1723,2018 Hyundai Verna,VTVT 1.6 SX,"8,91,726",2018,Petrol,"8,742 Kms",1591 cc,1st Owner,Manual,22.32 kmpl
1724,2013 Hyundai Verna,1.6 SX,"4,14,000",2013,Diesel,"69,239 Kms",1582 cc,1st Owner,Automatic,16.95 kmpl
1725,2012 Hyundai i10,Sportz AT,"3,26,000",2012,Petrol,"64,543 Kms",1197 cc,1st Owner,Manual,24 kmpl
1726,2017 Hyundai Grand i10,1.2 CRDi Magna,"4,12,206",2017,Diesel,"62,547 Kms",1186 cc,1st Owner,Manual,23.5 kmpl
1727,2013 Hyundai Verna,1.4 EX,"4,25,000",2013,Diesel,"66,997 Kms",1396 cc,1st Owner,Automatic,18 kmpl
1728,2015 Honda City,i VTEC CVT VX,"6,90,772",2015,Petrol,"79,502 Kms",1497 cc,1st Owner,Automatic,23.84 kmpl
1729,2018 Tata Tiago,1.2 Revotron XZA,"4,67,826",2018,Petrol,"43,855 Kms",1199 cc,1st Owner,Manual,22 kmpl
1730,2015 Maruti Swift,VXI 2018,"4,90,000",2015,Petrol,"67,565 Kms",1197 cc,1st Owner,Manual,24 kmpl
1731,2018 Hyundai Grand i10,1.2 CRDi Sportz,"4,69,500",2018,Diesel,"45,317 Kms",1186 cc,1st Owner,Automatic,18.4 kmpl
1732,2018 Honda City,V CVT,"10,57,500",2018,Petrol,"14,856 Kms",1498 cc,1st Owner,Manual,18.9 kmpl
1733,2020 Hyundai Grand i10,Sportz Petrol BSIV,"5,78,000",2020,Petrol,"8,509 Kms",1197 cc,1st Owner,Automatic,19 kmpl
1734,2017 Honda Jazz,1.2 V AT i VTEC,"7,40,000",2017,Petrol,"33,873 Kms",1199 cc,1st Owner,DL7C,Comprehensive
1735,2017 Hyundai i20,Asta Option,"5,69,000",2016,Petrol,"50,024 Kms",1197 cc,1st Owner,Manual,22.54 kmpl
1736,2017 Hyundai i20,Magna 1.4 CRDi,"5,44,500",2016,Diesel,"64,390 Kms",1396 cc,1st Owner,Automatic,14.28 kmpl
1737,2015 Toyota Corolla Altis,VL AT,"9,36,500",2015,Petrol,"43,241 Kms",1798 cc,1st Owner,Manual,16.2 kmpl
1738,2018 Volkswagen Polo,1.2 MPI Comfortline,"4,30,500",2017,Petrol,"40,750 Kms",1199 cc,1st Owner,Automatic,22 kmpl
1739,2018 Maruti Swift,AMT ZXI BSIV,"6,65,871",2018,Petrol,"47,393 Kms",1197 cc,1st Owner,Manual,17.4 kmpl
1740,2015 Honda City,i VTEC V,"5,41,681",2015,Petrol,"78,296 Kms",1497 cc,2nd Owner,UP14,Comprehensive
1741,2011 Hyundai i10,Sportz 1.2,"2,51,286",2011,Petrol,"38,270 Kms",1197 cc,2nd Owner,Manual,22.7 kmpl
1742,2020 Datsun RediGO,A,"2,70,000",2019,Petrol,"15,598 Kms",799 cc,1st Owner,Manual,16.47 kmpl
1743,2011 Volkswagen Polo,Petrol Highline 1.2L,"2,71,500",2011,Petrol,"118,807 Kms",1198 cc,1st Owner,Manual,22.9 kmpl
1744,2013 Maruti Swift,VDI,"4,50,000",2013,Diesel,"99,877 Kms",1248 cc,1st Owner,Manual,21.21 kmpl
1745,2016 Maruti Swift,ZXI,"4,53,948",2015,Petrol,"52,655 Kms",1197 cc,1st Owner,Manual,22.54 kmpl
1746,2017 Hyundai i20,1.4 Asta Option,"6,55,500",2017,Diesel,"68,644 Kms",1396 cc,1st Owner,Automatic,23.84 kmpl
1747,2017 Tata Tiago,1.2 Revotron XZA,"4,50,000",2017,Petrol,"19,544 Kms",1199 cc,1st Owner,Manual,20.3 kmpl
1748,2019 Tata Tigor,XZ Plus,"5,50,500",2019,Petrol,"15,681 Kms",1199 cc,1st Owner,Manual,28.4 kmpl
1749,2017 Maruti Swift Dzire,ZDI Plus,"6,12,000",2017,Diesel,"71,549 Kms",1248 cc,1st Owner,Manual,26.59 kmpl
1750,2015 Maruti Swift Dzire,VDI,"4,17,000",2014,Diesel,"98,563 Kms",1248 cc,1st Owner,Manual,17.01 kmpl
1751,2016 Hyundai Verna,1.6 VTVT S,"6,37,000",2016,Petrol,"60,820 Kms",1591 cc,1st Owner,Manual,20 kmpl
1752,2019 Renault Triber,RXT,"5,09,500",2019,Petrol,"17,062 Kms",999 cc,1st Owner,Manual,23.84 kmpl
1753,2019 Tata Tiago,1.2 Revotron XT,"4,53,500",2019,Petrol,"24,973 Kms",1199 cc,1st Owner,Manual,18.5 kmpl
1754,2013 Hyundai i20,Magna Optional 1.2,"3,40,357",2013,Petrol,"54,952 Kms",1197 cc,1st Owner,Manual,19.05 kmpl
1755,2020 Tata Altroz,XE,"5,52,500",2020,Petrol,"3,199 Kms",1199 cc,1st Owner,Manual,20.77 kmpl
1756,2014 Maruti Ertiga,VDI,"5,37,000",2014,Diesel,"72,395 Kms",1248 cc,1st Owner,Manual,18.6 kmpl
1757,2019 Hyundai i20,Magna Plus BSIV,"6,17,000",2019,Petrol,"29,942 Kms",1197 cc,1st Owner,Manual,19.05 kmpl
1758,2020 Tata Altroz,XE,"5,52,500",2020,Petrol,"3,199 Kms",1199 cc,1st Owner,DL3C,Comprehensive
1759,2016 Maruti Celerio,VXI,"3,81,500",2016,Petrol,"48,964 Kms",998 cc,1st Owner,Manual,25.32 kmpl
1760,2016 Mahindra KUV 100,mFALCON D75 K8 5str AW,"3,97,000",2016,Diesel,"54,476 Kms",1198 cc,2nd Owner,Manual,19.1 kmpl
1761,2014 Maruti Swift Dzire,VXI,"4,16,500",2014,Petrol,"102,690 Kms",1197 cc,1st Owner,DL6C,Comprehensive
1762,2017 Maruti Celerio,VXI,"4,25,500",2016,Petrol,"15,785 Kms",998 cc,1st Owner,Manual,17 kmpl
1763,2016 Ford Ecosport,1.5 Petrol Titanium BSIV,"6,85,000",2015,Petrol,"32,345 Kms",1497 cc,1st Owner,Manual,25.2 kmpl
1764,2017 Maruti Swift,VDI Optional,"4,62,000",2016,Diesel,"60,637 Kms",1248 cc,1st Owner,Manual,23.59 kmpl
1765,2018 Toyota Etios Liva,1.4 VD,"5,37,500",2018,Diesel,"46,354 Kms",1364 cc,1st Owner,Manual,20.51 kmpl
1766,2013 Maruti Wagon R Stingray,VXI,"3,23,000",2013,Petrol,"55,675 Kms",998 cc,1st Owner,Manual,15.85 kmpl
1767,2018 Ford Ecosport,1.5 Ti VCT MT Ambiente BSIV,"7,43,820",2018,Petrol,"30,953 Kms",1499 cc,1st Owner,Manual,26.59 kmpl
1768,2015 Maruti Swift Dzire,VDI,"5,87,000",2015,Diesel,"25,433 Kms",1248 cc,1st Owner,Manual,32.26 kmpl
1769,2016 Maruti Alto K10,LXI CNG Optional,"3,25,500",2016,CNG,"55,252 Kms",998 cc,1st Owner,Manual,20.36 kmpl
1770,2012 Hyundai i10,Sportz 1.2,"2,85,500",2011,Petrol,"82,238 Kms",1197 cc,1st Owner,Automatic,18 kmpl
1771,2014 Honda City,i VTEC CVT VX,"6,46,500",2014,Petrol,"93,090 Kms",1497 cc,1st Owner,Manual,26 kmpl
1772,2014 Honda City,i DTEC SV,"5,24,500",2014,Diesel,"92,150 Kms",1498 cc,1st Owner,Manual,21.19 kmpl
1773,2016 Hyundai i20 Active,1.4 S,"4,71,000",2015,Diesel,"43,455 Kms",1396 cc,1st Owner,Manual,16.8 kmpl
1774,2015 Honda City,S,"6,00,000",2015,Petrol,"64,284 Kms",1497 cc,2nd Owner,Automatic,24.04 kmpl
1775,2020 Renault KWID,1.0 RXT AMT Opt BSIV,"4,30,374",2019,Petrol,"12,846 Kms",999 cc,1st Owner,Manual,27.28 kmpl
1776,2019 Tata Tiago,1.05 Revotorq XZ Plus,"4,89,500",2019,Diesel,"63,318 Kms",1047 cc,1st Owner,Manual,16.8 kmpl
1777,2015 Honda City,S,"6,00,000",2015,Petrol,"64,284 Kms",1497 cc,2nd Owner,Manual,27.28 kmpl
1778,2019 Tata Tiago,1.05 Revotorq XZ Plus,"4,89,500",2019,Diesel,"63,318 Kms",1047 cc,1st Owner,Automatic,18.49 kmpl
1779,2016 Mahindra TUV 300,T8 AMT,"5,51,000",2016,Diesel,"86,927 Kms",1493 cc,1st Owner,Manual,23.95 kmpl
1780,2014 Maruti Alto K10,VXI,"2,85,468",2013,Petrol,"27,017 Kms",998 cc,1st Owner,Manual,21.1 kmpl
1781,2019 Hyundai EON,Magna Plus,"2,98,000",2018,Petrol,"31,472 Kms",814 cc,1st Owner,Automatic,20.89 kmpl
1782,2019 Maruti Ignis,1.2 AMT Delta BSIV,"6,48,000",2019,Petrol,"5,598 Kms",1197 cc,1st Owner,Manual,17.8 kmpl
1783,2017 Honda City,i VTEC V,"8,14,432",2017,Petrol,"14,815 Kms",1497 cc,1st Owner,Manual,23.95 kmpl
1784,2016 Maruti Alto K10,VXI,"3,02,208",2016,Petrol,"32,053 Kms",998 cc,1st Owner,Manual,15.04 kmpl
1785,2011 Volkswagen Vento,Petrol Highline,"3,00,000",2011,Petrol,"77,531 Kms",1598 cc,1st Owner,Manual,22.32 kmpl
1786,2013 Hyundai Verna,1.6 SX,"4,27,000",2013,Diesel,"83,401 Kms",1582 cc,1st Owner,Manual,19.4 kmpl
1787,2013 Honda Brio,S MT,"2,72,500",2013,Petrol,"79,651 Kms",1198 cc,2nd Owner,Manual,21.7 kmpl
1788,2020 Maruti S-Presso,VXI Plus,"4,27,056",2020,Petrol,"6,646 Kms",998 cc,1st Owner,Manual,22.9 kmpl
1789,2013 Maruti Swift,VDI,"3,53,497",2013,Diesel,"61,671 Kms",1248 cc,1st Owner,Manual,28.4 kmpl
1790,2017 Maruti Swift Dzire,VDI,"5,85,000",2017,Diesel,"41,508 Kms",1248 cc,1st Owner,Manual,21.64 kmpl
1791,2013 Nissan Sunny,Diesel XL,"2,75,290",2013,Diesel,"54,251 Kms",1461 cc,1st Owner,DL9C,Comprehensive
1792,2015 Honda Brio,1.2 S MT,"3,66,000",2015,Petrol,"40,351 Kms",1198 cc,2nd Owner,Manual,13.2 kmpl
1793,2010 Chevrolet Spark,1.0 PS LPG,"1,06,000",2010,LPG,"82,017 Kms",995 cc,2nd Owner,Manual,24.3 kmpl
1794,2016 Maruti Vitara Brezza,VDi Option,"6,31,500",2016,Diesel,"78,612 Kms",1248 cc,1st Owner,Manual,20.89 kmpl
1795,2018 Maruti Ignis,Delta,"5,03,000",2018,Petrol,"5,114 Kms",1197 cc,1st Owner,Manual,23.59 kmpl
1796,2012 Toyota Etios,GD,"2,51,500",2012,Diesel,"78,536 Kms",1364 cc,2nd Owner,Automatic,14.28 kmpl
1797,2015 Toyota Corolla Altis,VL AT,"9,36,500",2015,Petrol,"43,241 Kms",1798 cc,1st Owner,Manual,21.21 kmpl
1798,2016 Maruti Swift,VXI,"4,45,578",2015,Petrol,"24,477 Kms",1197 cc,1st Owner,Manual,27.39 kmpl
1799,2018 Maruti Baleno,1.3 Delta,"5,70,912",2018,Diesel,"48,118 Kms",1248 cc,1st Owner,DL5C,Zero Dep
1800,2018 Maruti Eeco,5 STR With AC Plus HTR CNG,"3,61,000",2018,CNG,"67,748 Kms",1196 cc,1st Owner,Manual,22.32 kmpl
1801,2013 Hyundai Verna,1.6 SX,"4,14,000",2013,Diesel,"69,239 Kms",1582 cc,1st Owner,Automatic,16.95 kmpl
1802,2012 Hyundai i10,Sportz AT,"3,26,000",2012,Petrol,"64,543 Kms",1197 cc,1st Owner,Manual,24 kmpl
1803,2017 Hyundai Grand i10,1.2 CRDi Magna,"4,12,206",2017,Diesel,"62,547 Kms",1186 cc,1st Owner,Manual,23.5 kmpl
1804,2013 Hyundai Verna,1.4 EX,"4,25,000",2013,Diesel,"66,997 Kms",1396 cc,1st Owner,Automatic,18 kmpl
1805,2015 Honda City,i VTEC CVT VX,"6,90,772",2015,Petrol,"79,502 Kms",1497 cc,1st Owner,Automatic,23.84 kmpl
1806,2018 Tata Tiago,1.2 Revotron XZA,"4,67,826",2018,Petrol,"43,855 Kms",1199 cc,1st Owner,Manual,22 kmpl
1807,2015 Maruti Swift,VXI 2018,"4,90,000",2015,Petrol,"67,565 Kms",1197 cc,1st Owner,Manual,24 kmpl
1808,2018 Hyundai Grand i10,1.2 CRDi Sportz,"4,69,500",2018,Diesel,"45,317 Kms",1186 cc,1st Owner,Automatic,18.4 kmpl
1809,2018 Honda City,V CVT,"10,57,500",2018,Petrol,"14,856 Kms",1498 cc,1st Owner,Manual,18.9 kmpl
1810,2020 Hyundai Grand i10,Sportz Petrol BSIV,"5,78,000",2020,Petrol,"8,509 Kms",1197 cc,1st Owner,Manual,24.3 kmpl
1811,2019 Maruti Vitara Brezza,ZDi,"8,42,500",2019,Diesel,"46,244 Kms",1248 cc,1st Owner,UP14,Comprehensive
1812,2011 Hyundai i10,Sportz 1.2,"2,51,286",2011,Petrol,"38,270 Kms",1197 cc,2nd Owner,Automatic,19 kmpl
1813,2017 Honda Jazz,1.2 V AT i VTEC,"7,40,000",2017,Petrol,"33,873 Kms",1199 cc,1st Owner,DL7C,Comprehensive
1814,2017 Hyundai i20,Asta Option,"5,69,000",2016,Petrol,"50,024 Kms",1197 cc,1st Owner,Manual,22.54 kmpl
1815,2017 Hyundai i20,Magna 1.4 CRDi,"5,44,500",2016,Diesel,"64,390 Kms",1396 cc,1st Owner,Manual,16.2 kmpl
1816,2018 Volkswagen Polo,1.2 MPI Comfortline,"4,30,500",2017,Petrol,"40,750 Kms",1199 cc,1st Owner,Automatic,16.95 kmpl
1817,2012 Hyundai i10,Sportz AT,"3,26,000",2012,Petrol,"64,543 Kms",1197 cc,1st Owner,Manual,24 kmpl
1818,2017 Hyundai Grand i10,1.2 CRDi Magna,"4,12,206",2017,Diesel,"62,547 Kms",1186 cc,1st Owner,Manual,23.5 kmpl
1819,2013 Hyundai Verna,1.4 EX,"4,25,000",2013,Diesel,"66,997 Kms",1396 cc,1st Owner,Automatic,18 kmpl
1820,2015 Honda City,i VTEC CVT VX,"6,90,772",2015,Petrol,"79,502 Kms",1497 cc,1st Owner,Automatic,23.84 kmpl
1821,2018 Tata Tiago,1.2 Revotron XZA,"4,67,826",2018,Petrol,"43,855 Kms",1199 cc,1st Owner,Manual,22 kmpl
1822,2015 Maruti Swift,VXI 2018,"4,90,000",2015,Petrol,"67,565 Kms",1197 cc,1st Owner,Manual,24 kmpl
1823,2018 Hyundai Grand i10,1.2 CRDi Sportz,"4,69,500",2018,Diesel,"45,317 Kms",1186 cc,1st Owner,Automatic,18.4 kmpl
1824,2018 Honda City,V CVT,"10,57,500",2018,Petrol,"14,856 Kms",1498 cc,1st Owner,Manual,18.9 kmpl
1825,2020 Hyundai Grand i10,Sportz Petrol BSIV,"5,78,000",2020,Petrol,"8,509 Kms",1197 cc,1st Owner,Automatic,19 kmpl
1826,2017 Honda Jazz,1.2 V AT i VTEC,"7,40,000",2017,Petrol,"33,873 Kms",1199 cc,1st Owner,DL7C,Comprehensive
1827,2017 Hyundai i20,Asta Option,"5,69,000",2016,Petrol,"50,024 Kms",1197 cc,1st Owner,Manual,22.54 kmpl
1828,2017 Hyundai i20,Magna 1.4 CRDi,"5,44,500",2016,Diesel,"64,390 Kms",1396 cc,1st Owner,Automatic,14.28 kmpl
1829,2015 Toyota Corolla Altis,VL AT,"9,36,500",2015,Petrol,"43,241 Kms",1798 cc,1st Owner,Manual,16.2 kmpl
1830,2018 Volkswagen Polo,1.2 MPI Comfortline,"4,30,500",2017,Petrol,"40,750 Kms",1199 cc,1st Owner,Automatic,22 kmpl
1831,2018 Maruti Swift,AMT ZXI BSIV,"6,65,871",2018,Petrol,"47,393 Kms",1197 cc,1st Owner,Manual,24.3 kmpl
1832,2019 Maruti Vitara Brezza,ZDi,"8,42,500",2019,Diesel,"46,244 Kms",1248 cc,1st Owner,Manual,17.4 kmpl
1833,2015 Honda City,i VTEC V,"5,41,681",2015,Petrol,"78,296 Kms",1497 cc,2nd Owner,UP14,Comprehensive
1834,2011 Hyundai i10,Sportz 1.2,"2,51,286",2011,Petrol,"38,270 Kms",1197 cc,2nd Owner,Manual,22.7 kmpl
1835,2020 Datsun RediGO,A,"2,70,000",2019,Petrol,"15,598 Kms",799 cc,1st Owner,Manual,17 kmpl
1836,2018 Hyundai Verna,VTVT 1.6 SX,"8,91,726",2018,Petrol,"8,742 Kms",1591 cc,1st Owner,Manual,22.32 kmpl
1837,2013 Hyundai Verna,1.6 SX,"4,14,000",2013,Diesel,"69,239 Kms",1582 cc,1st Owner,Automatic,16.95 kmpl
1838,2012 Hyundai i10,Sportz AT,"3,26,000",2012,Petrol,"64,543 Kms",1197 cc,1st Owner,Manual,24 kmpl
1839,2017 Hyundai Grand i10,1.2 CRDi Magna,"4,12,206",2017,Diesel,"62,547 Kms",1186 cc,1st Owner,Manual,23.5 kmpl
1840,2013 Hyundai Verna,1.4 EX,"4,25,000",2013,Diesel,"66,997 Kms",1396 cc,1st Owner,Automatic,18 kmpl
1841,2015 Honda City,i VTEC CVT VX,"6,90,772",2015,Petrol,"79,502 Kms",1497 cc,1st Owner,Automatic,23.84 kmpl
1842,2018 Tata Tiago,1.2 Revotron XZA,"4,67,826",2018,Petrol,"43,855 Kms",1199 cc,1st Owner,Manual,22 kmpl
1843,2015 Maruti Swift,VXI 2018,"4,90,000",2015,Petrol,"67,565 Kms",1197 cc,1st Owner,Manual,24 kmpl
1844,2018 Hyundai Grand i10,1.2 CRDi Sportz,"4,69,500",2018,Diesel,"45,317 Kms",1186 cc,1st Owner,Automatic,18.4 kmpl
1845,2018 Honda City,V CVT,"10,57,500",2018,Petrol,"14,856 Kms",1498 cc,1st Owner,Manual,18.9 kmpl
1846,2020 Hyundai Grand i10,Sportz Petrol BSIV,"5,78,000",2020,Petrol,"8,509 Kms",1197 cc,1st Owner,Automatic,19 kmpl
1847,2017 Honda Jazz,1.2 V AT i VTEC,"7,40,000",2017,Petrol,"33,873 Kms",1199 cc,1st Owner,DL7C,Comprehensive
1848,2017 Hyundai i20,Asta Option,"5,69,000",2016,Petrol,"50,024 Kms",1197 cc,1st Owner,Manual,22.54 kmpl
1849,2017 Hyundai i20,Magna 1.4 CRDi,"5,44,500",2016,Diesel,"64,390 Kms",1396 cc,1st Owner,Automatic,14.28 kmpl
1850,2015 Toyota Corolla Altis,VL AT,"9,36,500",2015,Petrol,"43,241 Kms",1798 cc,1st Owner,Manual,16.2 kmpl
